#gene_id	transcript_id	chr	strand	transcript_intron_reads_FPK	intron_reads_FPK
ENSMUSG00000063558	ENSMUST00000160168	chr1	+	3.247600545132949	0,2.0216225718554983,0.9765625,1.4302059496567505,4.247286455875413,1.6770483948251078,4.3383947939262475,2.032520325203252,1.7873100983020553,12.216404886561953,4.739336492890995,10.925819436457735,3.444712366517396,3.4246575342465753,12.56281407035176,1.3333333333333333
ENSMUSG00000064294	ENSMUST00000040999	chr1	+	17.271779080162908	0,27.599486521181,13.935340022296543,65.57377049180329,25.936599423631126,10.302197802197803,4.7114252061248525,2.6646364674533687,2.244165170556553,21.29471890971039,8.19448238186288,0,4.323245759893582,8.841321544904607,170.2127659574468,141.89189189189187,13.396715643906655,1.8726591760299625,55.10534846029174,10.030649205906938,16.729401923881223,21.328458257160268,24.377318494965554,40.4551201011378,77.15430861723446,299.4652406417112,14.06060606060606,38.988408851422555,20.97064110245656,80.72487644151565,28.856430352689703,17.062314540059347,41.16465863453815,14.58538184201901,6.882440476190476,308.0
ENSMUSG00000064294	ENSMUST00000159014	chr1	+	22.554230713977876	0,27.599486521181,13.935340022296543,65.57377049180329,25.936599423631126,308.0
ENSMUSG00000064294	ENSMUST00000160815	chr1	+	83.50202429149797	0,40.4551201011378,77.15430861723446,299.4652406417112,308.0
ENSMUSG00000064294	ENSMUST00000161549	chr1	+	27.599486521181003	0,27.599486521181,308.0
ENSMUSG00000064294	ENSMUST00000162011	chr1	+	9.900558269364968	0,27.599486521181,13.935340022296543,65.57377049180329,25.936599423631126,10.302197802197803,4.7114252061248525,2.6646364674533687,308.0
ENSMUSG00000064336	ENSMUST00000082387	chrM	+	0	0,0
ENSMUSG00000064337	ENSMUST00000082388	chrM	+	0	0,0
ENSMUSG00000064338	ENSMUST00000082389	chrM	+	0	0,0
ENSMUSG00000064339	ENSMUST00000082390	chrM	+	0	0,0
ENSMUSG00000064340	ENSMUST00000082391	chrM	+	0	0,0
ENSMUSG00000064341	ENSMUST00000082392	chrM	+	0	0,0
ENSMUSG00000064342	ENSMUST00000082393	chrM	+	0	0,0
ENSMUSG00000064343	ENSMUST00000082394	chrM	-	0	0,0
ENSMUSG00000064344	ENSMUST00000082395	chrM	+	0	0,0
ENSMUSG00000064345	ENSMUST00000082396	chrM	+	0	0,0
ENSMUSG00000064346	ENSMUST00000082397	chrM	+	0	0,0
ENSMUSG00000064347	ENSMUST00000082398	chrM	-	0	0,0
ENSMUSG00000064348	ENSMUST00000082399	chrM	-	0	0,0
ENSMUSG00000064349	ENSMUST00000082400	chrM	-	0	0,0
ENSMUSG00000064350	ENSMUST00000082401	chrM	-	0	0,0
ENSMUSG00000064351	ENSMUST00000082402	chrM	+	0	0,0
ENSMUSG00000064352	ENSMUST00000082403	chrM	-	0	0,0
ENSMUSG00000064353	ENSMUST00000082404	chrM	+	0	0,0
ENSMUSG00000064354	ENSMUST00000082405	chrM	+	0	0,0
ENSMUSG00000064355	ENSMUST00000082406	chrM	+	0	0,0
ENSMUSG00000064356	ENSMUST00000082407	chrM	+	0	0,0
ENSMUSG00000064357	ENSMUST00000082408	chrM	+	0	0,0
ENSMUSG00000064358	ENSMUST00000082409	chrM	+	0	0,0
ENSMUSG00000064359	ENSMUST00000082410	chrM	+	0	0,0
ENSMUSG00000064360	ENSMUST00000082411	chrM	+	0	0,0
ENSMUSG00000064361	ENSMUST00000082412	chrM	+	0	0,0
ENSMUSG00000064363	ENSMUST00000082414	chrM	+	0	0,0
ENSMUSG00000064364	ENSMUST00000082415	chrM	+	0	0,0
ENSMUSG00000064365	ENSMUST00000082416	chrM	+	0	0,0
ENSMUSG00000064366	ENSMUST00000082417	chrM	+	0	0,0
ENSMUSG00000064367	ENSMUST00000082418	chrM	+	0	0,0
ENSMUSG00000064368	ENSMUST00000082419	chrM	-	0	0,0
ENSMUSG00000064369	ENSMUST00000082420	chrM	-	0	0,0
ENSMUSG00000064370	ENSMUST00000082421	chrM	+	0	0,0
ENSMUSG00000064371	ENSMUST00000082422	chrM	+	0	0,0
ENSMUSG00000064372	ENSMUST00000082423	chrM	-	0	0,0
ENSMUSG00000064536	ENSMUST00000082602	chrX	+	0	0,0
ENSMUSG00000064738	ENSMUST00000082804	chr3	+	0	0,-2.143878037160553
ENSMUSG00000064829	ENSMUST00000082895	chr2	+	0	1467.153284671533,0
ENSMUSG00000064981	ENSMUST00000083047	chrX	+	0	0,0
ENSMUSG00000065236	ENSMUST00000083302	chr3	+	0	20.158387329013678,28.720626631853786
ENSMUSG00000065258	ENSMUST00000083324	chr2	+	0	0,-2241.840431652439
ENSMUSG00000065291	ENSMUST00000083357	chrX	+	0	0,0
ENSMUSG00000065295	ENSMUST00000083361	chr2	+	0	0,0
ENSMUSG00000065947	ENSMUST00000084013	chrM	+	0	0,0
ENSMUSG00000068457	ENSMUST00000069309	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000133976	chrY	-	0	0,0,0,0
ENSMUSG00000068457	ENSMUST00000137048	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000139365	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000143286	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000143958	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000150715	chrY	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000154004	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000154527	chrY	-	0	0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000154666	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000157073	chrY	-	0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000185837	chrY	-	0	0,0
ENSMUSG00000068917	ENSMUST00000090927	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000121212	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000121931	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000128318	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000132830	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000133323	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000138822	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000139221	chr3	+	0.0	0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000148265	chr3	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000152205	chr3	+	0.0	0,0,0,0
ENSMUSG00000068917	ENSMUST00000153255	chr3	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000090938	chr3	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000107491	chr3	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000172790	chr3	-	0	0,0,0
ENSMUSG00000068921	ENSMUST00000172942	chr3	-	0.0	0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000173021	chr3	-	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000173094	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000173135	chr3	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000173711	chr3	-	0	0,0,0
ENSMUSG00000068921	ENSMUST00000174077	chr3	-	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000174402	chr3	-	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000174491	chr3	-	0	0,0,0,0
ENSMUSG00000068921	ENSMUST00000174571	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000188259	chr3	-	0.0	0,0,0,0
ENSMUSG00000068922	ENSMUST00000107494	chr3	-	0.7668711656441718	0,0.7668711656441718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068922	ENSMUST00000126245	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068922	ENSMUST00000128988	chr3	-	0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068922	ENSMUST00000137243	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000068922	ENSMUST00000147828	chr3	-	0	0,0,0,0
ENSMUSG00000068923	ENSMUST00000090945	chr3	-	0	0,0,0,0,0
ENSMUSG00000068923	ENSMUST00000107503	chr3	-	0	0,0,0,0
ENSMUSG00000068923	ENSMUST00000107505	chr3	-	0.0	0,0,0,0,0,0
ENSMUSG00000068923	ENSMUST00000130869	chr3	-	0.0	0,0,0
ENSMUSG00000068923	ENSMUST00000183267	chr3	-	0	0,0,0,0
ENSMUSG00000069044	ENSMUST00000091188	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069045	ENSMUST00000091190	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069045	ENSMUST00000187596	chrY	-	0	0,0
ENSMUSG00000069045	ENSMUST00000188182	chrY	-	0	0,0,0,0,0
ENSMUSG00000069045	ENSMUST00000188484	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069049	ENSMUST00000091197	chrY	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069049	ENSMUST00000134820	chrY	+	0.0	0,0,0
ENSMUSG00000069049	ENSMUST00000137006	chrY	+	0.0	0,0,0,0
ENSMUSG00000069049	ENSMUST00000139083	chrY	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000069049	ENSMUST00000148961	chrY	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069049	ENSMUST00000154556	chrY	+	0.0	0,0,0,0,0
ENSMUSG00000069053	ENSMUST00000115894	chrY	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069053	ENSMUST00000190013	chrY	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074479	ENSMUST00000098952	chr3	-	0	2.4582104228121926,0.15649452269170577
ENSMUSG00000074480	ENSMUST00000172699	chr3	+	0.0	0.6666666666666666,0,0
ENSMUSG00000074483	ENSMUST00000076048	chr3	-	0.0	0,0,0,0,0
ENSMUSG00000074483	ENSMUST00000128732	chr3	-	0.0	0,0,0,0
ENSMUSG00000074486	ENSMUST00000098956	chr3	-	0.0	0,0,0,0,0
ENSMUSG00000074489	ENSMUST00000075523	chr3	-	6.944444444444444	0,0,0,6.944444444444444,0
ENSMUSG00000074489	ENSMUST00000107542	chr3	-	5.649717514124294	0,0,0,6.944444444444444,4.761904761904763,0,0
ENSMUSG00000074489	ENSMUST00000107543	chr3	-	5.649717514124294	0,0,0,6.944444444444444,4.761904761904763,0,0,0
ENSMUSG00000074489	ENSMUST00000140259	chr3	-	6.944444444444444	0,0,6.944444444444444,0
ENSMUSG00000074489	ENSMUST00000152477	chr3	-	6.944444444444444	0,6.944444444444444,0
ENSMUSG00000075874	ENSMUST00000101925	chrY	-	0	0,0
ENSMUSG00000076127	ENSMUST00000102173	chrX	-	0	0,0
ENSMUSG00000076364	ENSMUST00000102409	chr2	+	0	0,0
ENSMUSG00000077148	ENSMUST00000103960	chr3	-	0	0,0
ENSMUSG00000077462	ENSMUST00000104274	chrX	+	0	0,0
ENSMUSG00000077793	ENSMUST00000104605	chrY	-	0	0,0
ENSMUSG00000077804	ENSMUST00000104616	chr3	-	0	0,0
ENSMUSG00000078684	ENSMUST00000135913	chr3	+	3.6666515775655246	0,8.777062609713282,1.0304725452671868,0.5212405525149857,0,0.49464138499587806,5.088441967530894,1.5876893014167073,15.555555555555555,3.948667324777887,10.204081632653061,1.3114754098360655,0.5564830272676684,0,1.05318588730911,3.8314176245210727,29.850746268656717,1.8115942028985508,17.543859649122805,35.333333333333336
ENSMUSG00000078691	ENSMUST00000107540	chr3	+	0.0	0,0,0,0
ENSMUSG00000079534	ENSMUST00000114119	chrX	-	0	0,0,0,0,0
ENSMUSG00000079536	ENSMUST00000114125	chrX	-	0	0,0,0,0
ENSMUSG00000079554	ENSMUST00000114366	chr1	+	0.03119703004273993	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2533569799847986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058220773171867725,0,0
ENSMUSG00000080538	ENSMUST00000116888	chr2	-	0	0,0
ENSMUSG00000080829	ENSMUST00000120692	chrX	+	0	0,0
ENSMUSG00000081118	ENSMUST00000119643	chrX	-	0	0,0
ENSMUSG00000081375	ENSMUST00000119926	chrX	+	0	0,0
ENSMUSG00000082447	ENSMUST00000119618	chrX	+	0	0,0
ENSMUSG00000082707	ENSMUST00000121811	chrX	+	0	0,0
ENSMUSG00000082951	ENSMUST00000119000	chr2	-	0	0,0
ENSMUSG00000083283	ENSMUST00000119320	chrX	-	0	0,0
ENSMUSG00000083335	ENSMUST00000119562	chr2	+	0	0,0
ENSMUSG00000083768	ENSMUST00000121459	chrX	+	0	0,0
ENSMUSG00000084131	ENSMUST00000117131	chrX	+	0	0,0
ENSMUSG00000084271	ENSMUST00000121868	chrX	+	0	0,0
ENSMUSG00000084433	ENSMUST00000122484	chr3	+	0	8.666666666666666,23.537323470073975
ENSMUSG00000084728	ENSMUST00000122779	chr3	-	0	0.1849796522382538,0
ENSMUSG00000085008	ENSMUST00000150024	chr2	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000085054	ENSMUST00000129740	chr1	+	0.9485416172634573	0,1.4984079415620901,0,0,1.3333333333333333
ENSMUSG00000085054	ENSMUST00000139825	chr1	+	0.6683002895967921	0,1.4984079415620901,0,0,0,0.37467216185837393,0,1.3333333333333333
ENSMUSG00000085054	ENSMUST00000160947	chr1	+	1.4984079415620901	0,1.4984079415620901,1.3333333333333333
ENSMUSG00000085066	ENSMUST00000118711	chrX	+	0	0,0
ENSMUSG00000085669	ENSMUST00000148522	chrX	+	0.0	0,0,0
ENSMUSG00000085929	ENSMUST00000132898	chr2	+	0.0	0,0,0
ENSMUSG00000085929	ENSMUST00000142511	chr2	+	0.0	0,0,0
ENSMUSG00000086669	ENSMUST00000156020	chr2	+	0.0	0,0,0.6666666666666666
ENSMUSG00000086718	ENSMUST00000131146	chr3	-	0.0	0,0,0
ENSMUSG00000087364	ENSMUST00000149378	chr2	+	0.0	0,0,0
ENSMUSG00000088823	ENSMUST00000158198	chrX	+	0	0,0
ENSMUSG00000089275	ENSMUST00000158650	chr1	-	0	0.02306751862702129,0.021226915729144553
ENSMUSG00000089822	ENSMUST00000161126	chr1	-	0.0	0,0,0,0,0,0,0.045383719347079556
ENSMUSG00000091192	ENSMUST00000170435	chr2	+	0.02219066216935913	0,0.02219066216935913,0
ENSMUSG00000091749	ENSMUST00000169014	chrY	-	0	0,0,0,0
ENSMUSG00000091749	ENSMUST00000172304	chrY	-	0	0,0,0,0,0
ENSMUSG00000091749	ENSMUST00000186546	chrY	-	0	0,0,0,0,0,0
ENSMUSG00000091881	ENSMUST00000108464	chr3	+	-7.2526333966499745	0,-7.2526333966499745,-6.585966729983307
ENSMUSG00000092876	ENSMUST00000175135	chr3	-	0	0.09732360097323602,0
ENSMUSG00000092907	ENSMUST00000175166	chrX	-	0	0,0
ENSMUSG00000092988	ENSMUST00000175247	chr3	+	0	0,0
ENSMUSG00000093390	ENSMUST00000177314	chr3	-	0.23685457129322596	0,0,0.333555703802535,0
ENSMUSG00000094245	ENSMUST00000179823	chr1	-	0	0,-5.594405594405594
ENSMUSG00000095712	ENSMUST00000178517	chr3	-	0	0,0
ENSMUSG00000096792	ENSMUST00000179946	chr3	+	0.0	0,0,0,0
ENSMUSG00000097156	ENSMUST00000180478	chr3	+	0	0,0,0,0
ENSMUSG00000097156	ENSMUST00000180582	chr3	+	0.0	0,0,0,0,0,0
ENSMUSG00000097156	ENSMUST00000180635	chr3	+	0	0,0,0,0,0,0
ENSMUSG00000097156	ENSMUST00000180984	chr3	+	0	0,0,0
ENSMUSG00000097156	ENSMUST00000181134	chr3	+	0.0	0,0,0
ENSMUSG00000097156	ENSMUST00000181356	chr3	+	0.0	0,0,0
ENSMUSG00000097156	ENSMUST00000181361	chr3	+	0	0,0,0
ENSMUSG00000097156	ENSMUST00000181396	chr3	+	0.0	0,0,0,0,0,0
ENSMUSG00000097156	ENSMUST00000181550	chr3	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000097156	ENSMUST00000181622	chr3	+	0	0,0,0
ENSMUSG00000097156	ENSMUST00000181636	chr3	+	0.0	0,0,0,0
ENSMUSG00000097280	ENSMUST00000181021	chr3	-	0.0	0,0,0
ENSMUSG00000097428	ENSMUST00000180555	chr3	+	0.0	0,0,0
ENSMUSG00000097428	ENSMUST00000181406	chr3	+	0.0	0,0,0
ENSMUSG00000098655	ENSMUST00000183768	chr3	-	0	0,0
ENSMUSG00000098812	ENSMUST00000183455	chr2	-	0	0,0
ENSMUSG00000098912	ENSMUST00000183374	chr3	-	0.0	0,0,0,0
ENSMUSG00000098912	ENSMUST00000183707	chr3	-	0.0	0,0,0
ENSMUSG00000098912	ENSMUST00000183966	chr3	-	0.0	0,0,0,0,0
ENSMUSG00000098912	ENSMUST00000184013	chr3	-	0	0,0
ENSMUSG00000098912	ENSMUST00000184014	chr3	-	0.0	0,0,0,0
ENSMUSG00000098912	ENSMUST00000184170	chr3	-	0.0	0,0,0,0
ENSMUSG00000098912	ENSMUST00000184640	chr3	-	0.0	0,0,0
ENSMUSG00000098912	ENSMUST00000184958	chr3	-	0.0	0,0,0,0
ENSMUSG00000098912	ENSMUST00000185189	chr3	-	0.0	0,0,0,0
ENSMUSG00000099226	ENSMUST00000184075	chrX	-	0	0,0
ENSMUSG00000099490	ENSMUST00000186270	chr1	+	0.0	0,0,0
ENSMUSG00000099719	ENSMUST00000188624	chr1	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099809	ENSMUST00000189783	chrY	-	0	0,0
ENSMUSG00000099876	ENSMUST00000188485	chrY	+	0	0,0
ENSMUSG00000100202	ENSMUST00000191562	chr1	-	0	0,0
ENSMUSG00000100236	ENSMUST00000191399	chr1	+	0	0,0
ENSMUSG00000100842	ENSMUST00000191545	chrY	+	0	0,0
ENSMUSG00000100968	ENSMUST00000189146	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101036	ENSMUST00000191581	chrY	-	0.0	0,0,0
ENSMUSG00000101046	ENSMUST00000190385	chr1	+	0.0	0,0,0
ENSMUSG00000101059	ENSMUST00000084813	chrY	-	0	0,0
ENSMUSG00000101107	ENSMUST00000187181	chrY	-	0.0	0,0,0
ENSMUSG00000101666	ENSMUST00000187648	chrY	+	0	0,0
ENSMUSG00000102059	ENSMUST00000185352	chr1	+	22.61640798226164	2.6666666666666665,22.61640798226164,12.666666666666666
ENSMUSG00000102059	ENSMUST00000188643	chr1	+	0	2.6666666666666665,12.666666666666666
ENSMUSG00000102719	ENSMUST00000194726	chr1	+	0	0,-6.8241699692729885
ENSMUSG00000103115	ENSMUST00000193595	chr3	-	0	0,0
ENSMUSG00000103304	ENSMUST00000193850	chr3	+	0	0.6666666666666666,20.666666666666668
ENSMUSG00000103574	ENSMUST00000195161	chr3	-	0	0,0
ENSMUSG00000103766	ENSMUST00000163277	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000103766	ENSMUST00000165196	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103839	ENSMUST00000194925	chr1	-	0	0,0
ENSMUSG00000104333	ENSMUST00000194270	chr3	-	0	0,0
ENSMUSG00000104445	ENSMUST00000171887	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105204	ENSMUST00000200659	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105288	ENSMUST00000198589	chr3	+	0	0,-2.7100271002710024
ENSMUSG00000105448	ENSMUST00000197479	chr3	+	0	0,0
ENSMUSG00000105512	ENSMUST00000198351	chr3	-	5.88235294117647	1.3869625520110958,5.88235294117647,0
ENSMUSG00000105654	ENSMUST00000196011	chr3	+	0	0,0
ENSMUSG00000106218	ENSMUST00000198251	chr3	-	0.0	0,0,0
ENSMUSG00000106409	ENSMUST00000199697	chrX	+	0	0,0
ENSMUSG00000106493	ENSMUST00000199907	chr3	+	0	0,0
ENSMUSG00000106568	ENSMUST00000199370	chr3	+	0	3.3333333333333335,0.6666666666666666
ENSMUSG00000106618	ENSMUST00000197757	chrY	-	0	0,0
ENSMUSG00000109946	ENSMUST00000209262	chr2	+	0	0,0,0
ENSMUSG00000109946	ENSMUST00000209765	chr2	+	0	0,0
