#gene_id	transcript_id	chr	strand	transcript_intron_reads_FPK	intron_reads_FPK
ENSMUSG00000062647	ENSMUST00000102898	chr2	+	204.57796852646638	1.3333333333333333,0,647.0588235294118,0,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000129673	chr2	+	0	1.3333333333333333,0,0,0
ENSMUSG00000062647	ENSMUST00000136269	chr2	+	204.57796852646638	1.3333333333333333,647.0588235294118,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000137376	chr2	+	204.57796852646638	1.3333333333333333,0,647.0588235294118,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000143678	chr2	+	204.57796852646638	1.3333333333333333,647.0588235294118,0,0,0,0,0,0
ENSMUSG00000062647	ENSMUST00000147143	chr2	+	0	1.3333333333333333,0,0
ENSMUSG00000062647	ENSMUST00000149339	chr2	+	0	1.3333333333333333,0,0
ENSMUSG00000063558	ENSMUST00000001027	chr1	+	27.701975130175683	1.3333333333333333,8.6138700887756,10.25390625,7.437070938215103,7.078810759792354,7.426928605654049,22.7765726681128,10.840108401084011,9.830205540661305,76.78883071553228,0,0,0,0,11.374407582938389,21.85163887291547,15.156734412676542,20.54794520547945,25.12562814070352,73.1070496083551,24.022947292936536,33.49282296650718,29.44640753828033,76.94881231180997,144.54976303317534,31.578947368421055,14.490632318501172,40.9612233752048,125.61983471074382,41.61849710982659,64.47831184056271,51.911381407471765,49.16067146282973,54.70459518599562,52.513966480446925,5.333333333333333
ENSMUSG00000063558	ENSMUST00000160168	chr1	+	11.975527010177748	1.3333333333333333,8.6138700887756,10.25390625,7.437070938215103,7.078810759792354,7.426928605654049,22.7765726681128,10.840108401084011,9.830205540661305,76.78883071553228,11.374407582938389,21.85163887291547,15.156734412676542,20.54794520547945,25.12562814070352,5.333333333333333
ENSMUSG00000064294	ENSMUST00000040999	chr1	+	74.8485149498361	0,75.09627727856225,206.24303232998886,407.49414519906327,48.99135446685879,63.530219780219774,20.416175893207697,15.987818804720211,53.41113105924596,45.996592844974444,158.97295820813986,97.08737864077669,44.230129697372796,32.57328990228013,432.6241134751773,307.43243243243245,27.225583405358684,136.70411985018725,191.2479740680713,29.813318473112286,43.07820995399415,126.14259597806216,76.31160572337042,73.32490518331227,149.29859719438878,486.63101604278074,49.45454545454545,104.32033719704953,232.47453565008988,190.28006589785832,75.88172426077664,57.86350148367953,89.35742971887551,37.528679121599474,77.9389880952381,632.0
ENSMUSG00000064294	ENSMUST00000159014	chr1	+	157.87961499784512	0,75.09627727856225,206.24303232998886,407.49414519906327,48.99135446685879,632.0
ENSMUSG00000064294	ENSMUST00000160815	chr1	+	150.8097165991903	0,73.32490518331227,149.29859719438878,486.63101604278074,632.0
ENSMUSG00000064294	ENSMUST00000161549	chr1	+	75.09627727856225	0,75.09627727856225,632.0
ENSMUSG00000064294	ENSMUST00000162011	chr1	+	65.59665038381019	0,75.09627727856225,206.24303232998886,407.49414519906327,48.99135446685879,63.530219780219774,20.416175893207697,15.987818804720211,632.0
ENSMUSG00000064336	ENSMUST00000082387	chrM	+	0	0,0
ENSMUSG00000064337	ENSMUST00000082388	chrM	+	0	0,0
ENSMUSG00000064338	ENSMUST00000082389	chrM	+	0	0,0
ENSMUSG00000064339	ENSMUST00000082390	chrM	+	0	0,0
ENSMUSG00000064340	ENSMUST00000082391	chrM	+	0	0,0
ENSMUSG00000064341	ENSMUST00000082392	chrM	+	0	0,0
ENSMUSG00000064342	ENSMUST00000082393	chrM	+	0	0,0
ENSMUSG00000064343	ENSMUST00000082394	chrM	-	0	0,0
ENSMUSG00000064344	ENSMUST00000082395	chrM	+	0	0,0
ENSMUSG00000064345	ENSMUST00000082396	chrM	+	0	0,0
ENSMUSG00000064346	ENSMUST00000082397	chrM	+	0	0,0
ENSMUSG00000064347	ENSMUST00000082398	chrM	-	0	0,0
ENSMUSG00000064348	ENSMUST00000082399	chrM	-	0	0,0
ENSMUSG00000064349	ENSMUST00000082400	chrM	-	0	0,0
ENSMUSG00000064350	ENSMUST00000082401	chrM	-	0	0,0
ENSMUSG00000064351	ENSMUST00000082402	chrM	+	0	0,0
ENSMUSG00000064352	ENSMUST00000082403	chrM	-	0	0,0
ENSMUSG00000064353	ENSMUST00000082404	chrM	+	0	0,0
ENSMUSG00000064354	ENSMUST00000082405	chrM	+	0	0,0
ENSMUSG00000064355	ENSMUST00000082406	chrM	+	0	0,0
ENSMUSG00000064356	ENSMUST00000082407	chrM	+	0	0,0
ENSMUSG00000064357	ENSMUST00000082408	chrM	+	0	0,0
ENSMUSG00000064358	ENSMUST00000082409	chrM	+	0	0,0
ENSMUSG00000064359	ENSMUST00000082410	chrM	+	0	0,0
ENSMUSG00000064360	ENSMUST00000082411	chrM	+	0	0,0
ENSMUSG00000064361	ENSMUST00000082412	chrM	+	0	0,0
ENSMUSG00000064363	ENSMUST00000082414	chrM	+	0	0,0
ENSMUSG00000064364	ENSMUST00000082415	chrM	+	0	0,0
ENSMUSG00000064365	ENSMUST00000082416	chrM	+	0	0,0
ENSMUSG00000064366	ENSMUST00000082417	chrM	+	0	0,0
ENSMUSG00000064367	ENSMUST00000082418	chrM	+	0	0,0
ENSMUSG00000064368	ENSMUST00000082419	chrM	-	0	0,0
ENSMUSG00000064369	ENSMUST00000082420	chrM	-	0	0,0
ENSMUSG00000064370	ENSMUST00000082421	chrM	+	0	0,0
ENSMUSG00000064371	ENSMUST00000082422	chrM	+	0	0,0
ENSMUSG00000064372	ENSMUST00000082423	chrM	-	0	0,0
ENSMUSG00000064536	ENSMUST00000082602	chrX	+	0	0,0
ENSMUSG00000064738	ENSMUST00000082804	chr3	+	0	0,-0.7146260123868509
ENSMUSG00000064829	ENSMUST00000082895	chr2	+	0	1664.2335766423357,0
ENSMUSG00000064981	ENSMUST00000083047	chrX	+	0	0,0
ENSMUSG00000065236	ENSMUST00000083302	chr3	+	0	10.79913606911447,19.147084421235856
ENSMUSG00000065258	ENSMUST00000083324	chr2	+	0	0,-2230.8469779664447
ENSMUSG00000065291	ENSMUST00000083357	chrX	+	0	0,0.6666666666666666
ENSMUSG00000065295	ENSMUST00000083361	chr2	+	0	0,0
ENSMUSG00000065947	ENSMUST00000084013	chrM	+	0	0,0
ENSMUSG00000068457	ENSMUST00000069309	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000133976	chrY	-	0	0,0,0,0
ENSMUSG00000068457	ENSMUST00000137048	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000139365	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000143286	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000143958	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000150715	chrY	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000154004	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000154527	chrY	-	0	0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000154666	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000157073	chrY	-	0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068457	ENSMUST00000185837	chrY	-	0	0,0
ENSMUSG00000068917	ENSMUST00000090927	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000121212	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000121931	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000128318	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000132830	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000133323	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000138822	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000139221	chr3	+	0.0	0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000148265	chr3	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000068917	ENSMUST00000152205	chr3	+	0.0	0,0,0,0
ENSMUSG00000068917	ENSMUST00000153255	chr3	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000090938	chr3	-	4.608294930875576	0,0,0,0,0,0,0,0,0,0,0,0,4.608294930875576,0
ENSMUSG00000068921	ENSMUST00000107491	chr3	-	4.608294930875576	0,0,0,0,0,0,0,0,0,0,0,4.608294930875576,0
ENSMUSG00000068921	ENSMUST00000172790	chr3	-	0	0,0,0
ENSMUSG00000068921	ENSMUST00000172942	chr3	-	4.608294930875576	0,0,0,0,0,4.608294930875576,0
ENSMUSG00000068921	ENSMUST00000173021	chr3	-	4.484304932735426	0,0,0,0,0,0,0,4.484304932735426,0
ENSMUSG00000068921	ENSMUST00000173094	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000173135	chr3	-	4.484304932735426	0,0,0,0,0,0,0,0,0,0,0,0,4.484304932735426,0
ENSMUSG00000068921	ENSMUST00000173711	chr3	-	0	0,0,0
ENSMUSG00000068921	ENSMUST00000174077	chr3	-	4.608294930875576	0,0,0,0,0,0,0,4.608294930875576,0
ENSMUSG00000068921	ENSMUST00000174402	chr3	-	4.608294930875576	0,0,0,0,0,4.608294930875576,0,0
ENSMUSG00000068921	ENSMUST00000174491	chr3	-	0	0,0,0,0
ENSMUSG00000068921	ENSMUST00000174571	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000068921	ENSMUST00000188259	chr3	-	4.484304932735426	0,4.608294930875576,4.366812227074235,0
ENSMUSG00000068922	ENSMUST00000107494	chr3	-	1.1503067484662577	0,1.1503067484662577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068922	ENSMUST00000126245	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068922	ENSMUST00000128988	chr3	-	0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068922	ENSMUST00000137243	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000068922	ENSMUST00000147828	chr3	-	0	0,0,0,0
ENSMUSG00000068923	ENSMUST00000090945	chr3	-	0	0,0,0,0,0
ENSMUSG00000068923	ENSMUST00000107503	chr3	-	0	0,0,0,0
ENSMUSG00000068923	ENSMUST00000107505	chr3	-	2.161383285302594	0,0,0,0,2.161383285302594,0
ENSMUSG00000068923	ENSMUST00000130869	chr3	-	2.161383285302594	0,2.161383285302594,0
ENSMUSG00000068923	ENSMUST00000183267	chr3	-	0	0,0,0,0
ENSMUSG00000069044	ENSMUST00000091188	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069045	ENSMUST00000091190	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069045	ENSMUST00000187596	chrY	-	0	0,0
ENSMUSG00000069045	ENSMUST00000188182	chrY	-	0	0,0,0,0,0
ENSMUSG00000069045	ENSMUST00000188484	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069049	ENSMUST00000091197	chrY	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069049	ENSMUST00000134820	chrY	+	0.0	0,0,0
ENSMUSG00000069049	ENSMUST00000137006	chrY	+	0.0	0,0,0,0
ENSMUSG00000069049	ENSMUST00000139083	chrY	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000069049	ENSMUST00000148961	chrY	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069049	ENSMUST00000154556	chrY	+	0.0	0,0,0,0,0
ENSMUSG00000069053	ENSMUST00000115894	chrY	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069053	ENSMUST00000190013	chrY	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074479	ENSMUST00000098952	chr3	-	0	2.949852507374631,0.15649452269170577
ENSMUSG00000074480	ENSMUST00000172699	chr3	+	0.0	0,0,0
ENSMUSG00000074483	ENSMUST00000076048	chr3	-	0.0	0,0,0,0,0
ENSMUSG00000074483	ENSMUST00000128732	chr3	-	0.0	0,0,0,0
ENSMUSG00000074486	ENSMUST00000098956	chr3	-	0.0	0,0,0,0,0
ENSMUSG00000074489	ENSMUST00000075523	chr3	-	6.944444444444444	0,0,0,6.944444444444444,0
ENSMUSG00000074489	ENSMUST00000107542	chr3	-	2.8248587570621466	0,0,0,6.944444444444444,0,0,0
ENSMUSG00000074489	ENSMUST00000107543	chr3	-	2.8248587570621466	0,0,0,6.944444444444444,0,0,0,0
ENSMUSG00000074489	ENSMUST00000140259	chr3	-	6.944444444444444	0,0,6.944444444444444,0
ENSMUSG00000074489	ENSMUST00000152477	chr3	-	6.944444444444444	0,6.944444444444444,0
ENSMUSG00000075874	ENSMUST00000101925	chrY	-	0	0,0
ENSMUSG00000076127	ENSMUST00000102173	chrX	-	0	0,0
ENSMUSG00000076364	ENSMUST00000102409	chr2	+	0	0,0
ENSMUSG00000077148	ENSMUST00000103960	chr3	-	0	0,0
ENSMUSG00000077462	ENSMUST00000104274	chrX	+	0	0,0
ENSMUSG00000077793	ENSMUST00000104605	chrY	-	0	0,0
ENSMUSG00000077804	ENSMUST00000104616	chr3	-	0	0.01277661368630858,0
ENSMUSG00000078684	ENSMUST00000135913	chr3	+	2.399167081616948	0,2.925687536571094,0.7360518180479906,0.5212405525149857,0,1.483924154987634,1.938454082868912,1.0991695163654127,13.333333333333334,1.9743336623889436,14.455782312925171,0.6557377049180327,0.5564830272676684,0,0,7.662835249042145,14.925373134328359,7.246376811594203,8.187134502923977,31.333333333333332
ENSMUSG00000078691	ENSMUST00000107540	chr3	+	0.0	0,0,0,0
ENSMUSG00000079534	ENSMUST00000114119	chrX	-	0	0,0,0,0,0
ENSMUSG00000079536	ENSMUST00000114125	chrX	-	0	0,0,0,0
ENSMUSG00000079554	ENSMUST00000114366	chr1	+	0.11438911015671308	0,0,0,0,0,0.5015045135406219,0,0,0,0,0,0,0,0,0,0,0,0,0.4589261128958238,0,0.886749429946795,0,0,0,0,0,0,0,0,0,0,0.3457814661134163,0,0,0.058220773171867725,0,0
ENSMUSG00000080538	ENSMUST00000116888	chr2	-	0	0,0
ENSMUSG00000080829	ENSMUST00000120692	chrX	+	0	0,0
ENSMUSG00000081118	ENSMUST00000119643	chrX	-	0	0,0
ENSMUSG00000081375	ENSMUST00000119926	chrX	+	0	0,0
ENSMUSG00000082447	ENSMUST00000119618	chrX	+	0	0,0
ENSMUSG00000082707	ENSMUST00000121811	chrX	+	0	0,0
ENSMUSG00000082951	ENSMUST00000119000	chr2	-	0	0,0
ENSMUSG00000083283	ENSMUST00000119320	chrX	-	0	0,0
ENSMUSG00000083335	ENSMUST00000119562	chr2	+	0	0,0
ENSMUSG00000083768	ENSMUST00000121459	chrX	+	0	0,0
ENSMUSG00000084131	ENSMUST00000117131	chrX	+	0	0,0
ENSMUSG00000084271	ENSMUST00000121868	chrX	+	0	0,0
ENSMUSG00000084433	ENSMUST00000122484	chr3	+	0	20.666666666666668,32.95225285810356
ENSMUSG00000084728	ENSMUST00000122779	chr3	-	0	0,0
ENSMUSG00000085008	ENSMUST00000150024	chr2	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000085054	ENSMUST00000129740	chr1	+	0.47427080863172866	0,0.7492039707810451,0,0,0
ENSMUSG00000085054	ENSMUST00000139825	chr1	+	0.3712779386648845	0,0.7492039707810451,0,0,0,0,0.4405286343612335,0
ENSMUSG00000085054	ENSMUST00000160947	chr1	+	0.7492039707810451	0,0.7492039707810451,0
ENSMUSG00000085066	ENSMUST00000118711	chrX	+	0	0,0
ENSMUSG00000085669	ENSMUST00000148522	chrX	+	0.0	0,0,0
ENSMUSG00000085929	ENSMUST00000132898	chr2	+	0.0	0,0,0
ENSMUSG00000085929	ENSMUST00000142511	chr2	+	0.0	0,0,0
ENSMUSG00000086669	ENSMUST00000156020	chr2	+	0.0	0,0,0
ENSMUSG00000086718	ENSMUST00000131146	chr3	-	0.0	0,0,0
ENSMUSG00000087364	ENSMUST00000149378	chr2	+	0.0	0,0,0
ENSMUSG00000088823	ENSMUST00000158198	chrX	+	0	0,0
ENSMUSG00000089275	ENSMUST00000158650	chr1	-	0	0.06920255588106387,0.06368074718743368
ENSMUSG00000089822	ENSMUST00000161126	chr1	-	0.0	0,0,0,0,0,0,0.030255812898053038
ENSMUSG00000091192	ENSMUST00000170435	chr2	+	0.1331439730161548	0,0.1331439730161548,0
ENSMUSG00000091749	ENSMUST00000169014	chrY	-	0	0,0,0,0
ENSMUSG00000091749	ENSMUST00000172304	chrY	-	0	0,0,0,0,0
ENSMUSG00000091749	ENSMUST00000186546	chrY	-	0	0,0,0,0,0,0
ENSMUSG00000091881	ENSMUST00000108464	chr3	+	-12.433085822828527	0,-12.433085822828527,-12.433085822828527
ENSMUSG00000092876	ENSMUST00000175135	chr3	-	0	0,0
ENSMUSG00000092907	ENSMUST00000175166	chrX	-	0	0,0
ENSMUSG00000092988	ENSMUST00000175247	chr3	+	0	0,0
ENSMUSG00000093390	ENSMUST00000177314	chr3	-	0.0	0.08339588024351598,0,0,0
ENSMUSG00000094245	ENSMUST00000179823	chr1	-	0	0,-5.317403775848817
ENSMUSG00000095712	ENSMUST00000178517	chr3	-	0	0.05143768324674657,0
ENSMUSG00000096792	ENSMUST00000179946	chr3	+	0.0	0,0,0,0
ENSMUSG00000097156	ENSMUST00000180478	chr3	+	0	0,0,0,0
ENSMUSG00000097156	ENSMUST00000180582	chr3	+	0.0	0,0,0,0,0,0
ENSMUSG00000097156	ENSMUST00000180635	chr3	+	0	0,0,0,0,0,0
ENSMUSG00000097156	ENSMUST00000180984	chr3	+	0	0,0,0
ENSMUSG00000097156	ENSMUST00000181134	chr3	+	0.0	0,0,0
ENSMUSG00000097156	ENSMUST00000181356	chr3	+	0.0	0,0,0
ENSMUSG00000097156	ENSMUST00000181361	chr3	+	0	0,0,0
ENSMUSG00000097156	ENSMUST00000181396	chr3	+	0.0	0,0,0,0,0,0
ENSMUSG00000097156	ENSMUST00000181550	chr3	+	0.0	0,0,0,0,0,0,0
ENSMUSG00000097156	ENSMUST00000181622	chr3	+	0	0,0,0
ENSMUSG00000097156	ENSMUST00000181636	chr3	+	0.0	0,0,0,0
ENSMUSG00000097280	ENSMUST00000181021	chr3	-	0.0	0,0,0
ENSMUSG00000097428	ENSMUST00000180555	chr3	+	0.0	0,0,0
ENSMUSG00000097428	ENSMUST00000181406	chr3	+	0.0	0,0,0
ENSMUSG00000098655	ENSMUST00000183768	chr3	-	0	0,0
ENSMUSG00000098812	ENSMUST00000183455	chr2	-	0	0,0
ENSMUSG00000098912	ENSMUST00000183374	chr3	-	0.06016847172081829	0,0,0.10052271813429835,0
ENSMUSG00000098912	ENSMUST00000183707	chr3	-	0.5977286312014345	0,0.5977286312014345,0
ENSMUSG00000098912	ENSMUST00000183966	chr3	-	0.07984669434685404	0,0,0,0.10052271813429835,0
ENSMUSG00000098912	ENSMUST00000184013	chr3	-	0	0,0
ENSMUSG00000098912	ENSMUST00000184014	chr3	-	0.030496172730322343	0,0,0.5977286312014345,0
ENSMUSG00000098912	ENSMUST00000184170	chr3	-	0.5977286312014345	0,0,0.5977286312014345,0
ENSMUSG00000098912	ENSMUST00000184640	chr3	-	0.06016847172081829	0,0.06016847172081829,0
ENSMUSG00000098912	ENSMUST00000184958	chr3	-	0.5977286312014345	0,0,0.5977286312014345,0
ENSMUSG00000098912	ENSMUST00000185189	chr3	-	0.07984669434685404	0,0,0.10052271813429835,0
ENSMUSG00000099226	ENSMUST00000184075	chrX	-	0	0,0
ENSMUSG00000099490	ENSMUST00000186270	chr1	+	0.0	0,0,0
ENSMUSG00000099719	ENSMUST00000188624	chr1	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099809	ENSMUST00000189783	chrY	-	0	0,0
ENSMUSG00000099876	ENSMUST00000188485	chrY	+	0	0,0
ENSMUSG00000100202	ENSMUST00000191562	chr1	-	0	0,0
ENSMUSG00000100236	ENSMUST00000191399	chr1	+	0	0,0
ENSMUSG00000100842	ENSMUST00000191545	chrY	+	0	0,0
ENSMUSG00000100968	ENSMUST00000189146	chrY	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101036	ENSMUST00000191581	chrY	-	0.0	0,0,0
ENSMUSG00000101046	ENSMUST00000190385	chr1	+	0.0	0,0,0
ENSMUSG00000101059	ENSMUST00000084813	chrY	-	0	0,0
ENSMUSG00000101107	ENSMUST00000187181	chrY	-	0.0	0,0,0
ENSMUSG00000101666	ENSMUST00000187648	chrY	+	0	0,0
ENSMUSG00000102059	ENSMUST00000185352	chr1	+	4.434589800443459	0,4.434589800443459,3.3333333333333335
ENSMUSG00000102059	ENSMUST00000188643	chr1	+	0	0,3.3333333333333335
ENSMUSG00000102719	ENSMUST00000194726	chr1	+	0	0,-8.017487391707357
ENSMUSG00000103115	ENSMUST00000193595	chr3	-	0	0,0
ENSMUSG00000103304	ENSMUST00000193850	chr3	+	0	0.6666666666666666,54.66666666666667
ENSMUSG00000103574	ENSMUST00000195161	chr3	-	0	0,0
ENSMUSG00000103766	ENSMUST00000163277	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000103766	ENSMUST00000165196	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103839	ENSMUST00000194925	chr1	-	0	0,0
ENSMUSG00000104333	ENSMUST00000194270	chr3	-	0	0,0
ENSMUSG00000104445	ENSMUST00000171887	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105204	ENSMUST00000200659	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105288	ENSMUST00000198589	chr3	+	0	0,-8.130081300813007
ENSMUSG00000105448	ENSMUST00000197479	chr3	+	0	0,0
ENSMUSG00000105512	ENSMUST00000198351	chr3	-	0.0	1.3869625520110958,0,0
ENSMUSG00000105654	ENSMUST00000196011	chr3	+	0	0,0
ENSMUSG00000106218	ENSMUST00000198251	chr3	-	0.0	0,0,0
ENSMUSG00000106409	ENSMUST00000199697	chrX	+	0	0,0
ENSMUSG00000106493	ENSMUST00000199907	chr3	+	0	0,0
ENSMUSG00000106568	ENSMUST00000199370	chr3	+	0	10.0,0.6666666666666666
ENSMUSG00000106618	ENSMUST00000197757	chrY	-	0	0,0
ENSMUSG00000109946	ENSMUST00000209262	chr2	+	0	0,0,0
ENSMUSG00000109946	ENSMUST00000209765	chr2	+	0	0,0
